# kgrid total_energy_eV
2.000000000000000000e+00 -4.997639674978680659e+02
4.000000000000000000e+00 -5.019193086955214085e+02
6.000000000000000000e+00 -5.018344325796510361e+02
8.000000000000000000e+00 -5.018865061886130547e+02
1.000000000000000000e+01 -5.018916239696335992e+02
1.200000000000000000e+01 -5.018809888084204545e+02
1.400000000000000000e+01 -5.018876304269374486e+02
1.600000000000000000e+01 -5.018882392816514653e+02
