    0.000000000    0.008824021    0.091345126
    0.044125103    0.008852094    0.091550625
    0.088250205    0.008938399    0.092166886
    0.132375308    0.009087815    0.093193144
    0.176500411    0.009304936    0.094628152
    0.220625513    0.009591483    0.096470192
    0.264750616    0.009946114    0.098717047
    0.308875719    0.010366765    0.101365940
    0.353000821    0.010853837    0.104413453
    0.397125924    0.011411934    0.107855461
    0.441251027    0.012048898    0.111687089
    0.485376129    0.012772860    0.115902688
    0.529501232    0.013589457    0.120495804
    0.573626335    0.014501248    0.125459111
    0.617751437    0.015509782    0.130784323
    0.661876540    0.016618829    0.136462085
    0.706001643    0.017836468    0.142481890
    0.750126745    0.019174537    0.148832042
    0.794251848    0.020645877    0.155499652
    0.838376951    0.022261386    0.162470655
    0.882502053    0.024029071    0.169729815
    0.926627156    0.025955808    0.177260709
    0.970752259    0.028050580    0.185045705
    1.014877361    0.030326888    0.193065966
    1.059002464    0.032802626    0.201301488
    1.103127567    0.035497548    0.209731188
    1.147252669    0.038430204    0.218333008
    1.191377772    0.041616605    0.227084026
    1.235502875    0.045071625    0.235960551
    1.279627977    0.048812154    0.244938238
    1.323753080    0.052859760    0.253992223
    1.367878183    0.057240928    0.263097324
    1.412003285    0.061984742    0.272228280
    1.456128388    0.067119673    0.281360016
    1.500253491    0.072671806    0.290467885
    1.544378593    0.078665788    0.299527867
    1.588503696    0.085127765    0.308516737
    1.632628799    0.092088164    0.317412201
    1.676753901    0.099582215    0.326193042
    1.720879004    0.107647771    0.334839269
    1.765004107    0.116321889    0.343332249
    1.809129209    0.125638525    0.351654807
    1.853254312    0.135628859    0.359791272
    1.897379415    0.146323841    0.367727488
    1.941504517    0.157756883    0.375450804
    1.985629620    0.169964501    0.382950092
    2.029754723    0.182984144    0.390215770
    2.073879825    0.196850456    0.397239841
    2.118004928    0.211592328    0.404015891
    2.162130031    0.227232483    0.410539051
    2.206255133    0.243789496    0.416805906
    2.250380236    0.261280347    0.422814386
    2.294505339    0.279721194    0.428563676
    2.338630441    0.299125350    0.434054143
    2.382755544    0.319499461    0.439287282
    2.426880647    0.340840193    0.444265654
    2.471005749    0.363133416    0.448992791
    2.515130852    0.386356044    0.453473070
    2.559255955    0.410478828    0.457711587
    2.603381057    0.435467694    0.461714039
    2.647506160    0.461282327    0.465486656
    2.691631263    0.487872721    0.469036140
    2.735756365    0.515175949    0.472369617
    2.779881468    0.543115312    0.475494552
    2.824006571    0.571602327    0.478418640
    2.868131673    0.600540045    0.481149695
    2.912256776    0.629825194    0.483695547
    2.956381879    0.659347588    0.486063993
    3.000506981    0.688987218    0.488262766
    3.044632084    0.718611259    0.490299518
    3.088757187    0.748073410    0.492181767
    3.132882289    0.777216480    0.493916836
    3.177007392    0.805877021    0.495511761
    3.221132495    0.833889515    0.496973237
    3.265257597    0.861088137    0.498307591
    3.309382700    0.887305997    0.499520791
    3.353507803    0.912373640    0.500618461
    3.397632905    0.936119109    0.501605881
    3.441758008    0.958370708    0.502487945
    3.485883111    0.978961590    0.503269112
    3.530008213    0.997733970    0.503953369
    3.574133316    1.014541093    0.504544223
    3.618258419    1.029246870    0.505044734
    3.662383521    1.041724962    0.505457549
    3.706508624    1.051859755    0.505784915
    3.750633727    1.059550416    0.506028666
    3.794758829    1.064717112    0.506190171
    3.838883932    1.067306757    0.506270312
    3.883009035    1.067295755    0.506269470
    3.927134137    1.064688947    0.506187565
    3.971259240    1.059516133    0.506024090
    4.015384343    1.051828705    0.505778140
    4.059509445    1.041698190    0.505448391
    4.103634548    1.029216576    0.505033067
    4.147759651    1.014496556    0.504529900
    4.191884753    0.997669615    0.503936126
    4.236009856    0.978881368    0.503248516
    4.280134959    0.958285581    0.502463421
    4.324260061    0.936039472    0.501576805
    4.368385164    0.912302159    0.500584236
    4.412510267    0.887236053    0.499480865
    4.456635369    0.861009013    0.498261388
    4.500760472    0.833794563    0.496920054
    4.544885575    0.805768895    0.495450707
    4.589010677    0.777105639    0.493846845
    4.633135780    0.747970968    0.492101684
    4.677260883    0.718521355    0.490208178
    4.721385985    0.688904439    0.488159022
    4.765511088    0.659261311    0.485946644
    4.809636191    0.629727701    0.483563240
    4.853761293    0.600432531    0.481000845
    4.897886396    0.571494434    0.478251431
    4.942011499    0.543018519    0.475307009
    4.986136601    0.515095601    0.472159690
    5.030261704    0.487804463    0.468801727
    5.074386807    0.461215550    0.465225544
    5.118511909    0.435393480    0.461423793
    5.162637012    0.410396654    0.457389454
    5.206762115    0.386274371    0.453115968
    5.250887217    0.363063728    0.448597360
    5.295012320    0.340788795    0.443828336
    5.339137423    0.319462980    0.438804344
    5.383262525    0.299093211    0.433521617
    5.427387628    0.279683279    0.427977236
    5.471512731    0.261234298    0.422169236
    5.515637833    0.243742354    0.416096737
    5.559762936    0.227195462    0.409760077
    5.603888039    0.211572506    0.403160909
    5.648013141    0.196845381    0.396302250
    5.692138244    0.182983293    0.389188500
    5.736263347    0.169956529    0.381825459
    5.780388449    0.157737416    0.374220374
    5.824513552    0.146298160    0.366381995
    5.868638655    0.135607508    0.358320622
    5.912763757    0.125629010    0.350048108
    5.956888860    0.116322475    0.341577812
    6.001013963    0.107647881    0.332924512
    6.045139065    0.099569157    0.324104319
    6.089264168    0.092055312    0.315134618
    6.133389271    0.085078260    0.306034020
    6.177514373    0.078609057    0.296822312
    6.221639476    0.072615397    0.287520347
    6.265764579    0.067062305    0.278149864
    6.309889681    0.061915620    0.268733257
    6.354014784    0.057145818    0.259293327
    6.398139887    0.052729436    0.249853050
    6.442264989    0.048647075    0.240435381
    6.486390092    0.044879425    0.231063067
    6.530515195    0.041404186    0.221758455
    6.574640297    0.038196130    0.212543259
    6.618765400    0.035230255    0.203438338
    6.662890503    0.032485752    0.194463482
    6.707015606    0.029947855    0.185637284
    6.751140708    0.027606205    0.176977058
    6.795265811    0.025450832    0.168498819
    6.839390914    0.023468634    0.160217246
    6.883516016    0.021642864    0.152145629
    6.927641119    0.019955989    0.144295775
    6.971766222    0.018393812    0.136677941
    7.015891324    0.016947831    0.129300800
    7.060016427    0.015614067    0.122171474
    7.104141530    0.014389137    0.115295606
    7.148266632    0.013266380    0.108677432
    7.192391735    0.012234810    0.102319829
    7.236516838    0.011281645    0.096224332
    7.280641940    0.010396584    0.090391159
    7.324767043    0.009574683    0.084819270
    7.368892146    0.008815718    0.079506487
    7.413017248    0.008120434    0.074449635
    7.457142351    0.007486369    0.069644678
    7.501267454    0.006906251    0.065086813
    7.545392556    0.006370148    0.060770509
    7.589517659    0.005869820    0.056689546
    7.633642762    0.005402091    0.052837066
    7.677767864    0.004968776    0.049205687
    7.721892967    0.004573169    0.045787641
    7.766018070    0.004215594    0.042574906
    7.810143172    0.003891244    0.039559291
    7.854268275    0.003591877    0.036732467
    7.898393378    0.003310174    0.034085976
    7.942518480    0.003043576    0.031611255
    7.986643583    0.002794816    0.029299712
    8.030768686    0.002568703    0.027142835
    8.074893788    0.002367469    0.025132297
    8.119018891    0.002188031    0.023260010
    8.163143994    0.002023189    0.021518128
    8.207269096    0.001865902    0.019899008
    8.251394199    0.001713568    0.018395194
    8.295519302    0.001569170    0.016999441
    8.339644404    0.001438441    0.015704795
